,sitemap_id,headline,sources,category,new_category
976,3866129,Mbah Harun Jamaah Haji Tertua 119 Tahun Tiba di Madinah: Saya Bahagia,OKEZONE,news,Lainnya
977,3866130,Kiat Kakek 90 Tahun asal Aceh Sebelum Berangkat ke Tanah Suci,OKEZONE,news,Lainnya
978,3866131,Tangis Haru hingga Sujud Syukur Jamaah Haji Indonesia Tiba di Tanah Suci,OKEZONE,news,Lingkungan
979,3866132,"Kisah Nenek Rati, 3 Kali Gagal Berangkat hingga Akhirnya Pergi Haji",OKEZONE,news,Pendidikan
980,3866133,Rasa Haru dan Bahagia saat Jamaah Haji Indonesia Tiba di Tanah Suci,OKEZONE,news,Agama
981,3866134,"Kisah Kakek 97 Tahun Calon Jamaah Haji Tertua Asal Lampung, Rutin Jalan Kaki demi Jaga Kebugaran",OKEZONE,news,Lainnya
982,3866135,"Uang Tabungan Haji Hancur Dimakan Rayap, Samin Penjaga SD Ditawari Umrah Gratis",OKEZONE,news,Hiburan
983,3866183,"Kisah Subhi, Petani Naik Haji Usai 10 Tahun Menabung",OKEZONE,news,Gaya Hidup
984,3866136,"Kisah Pilu Samin, Uang Tabungan Puluhan Juta Rupiah Dimakan Rayap Padahal untuk Daftar Haji",OKEZONE,news,Kesehatan
985,3866137,Momen Kerinduan Jamaah Cium Hajar Aswad hingga Sentuh Kakbah,OKEZONE,news,Agama
986,3866138,"Tawaf Wada, Kemesraan di Depan Kakbah Sebelum Tinggalkan Makkah",OKEZONE,news,Hiburan
987,3866139,Viral Jamaah Haji Bugis Pulang ke Indonesia Pakai Emas Berkilauan,OKEZONE,news,Olahraga
988,3866140,Jamaah Haji Pakai Baju 5 Lapis saat Pulang ke Tanah Air,OKEZONE,news,Agama
989,3866141,"Bukan Sinetron! Ini Perjuangan Warsini Tukang Bubur Naik Haji, Rutin Jalankan Jumat Berkah",OKEZONE,news,Hiburan
990,3866142,Pengakuan Jamaah Haji Bawa Air Zamzam di Koper: Kalau Lolos Alhamdulillah,OKEZONE,news,Hiburan
991,3866143,Air Mata Jamaah Haji Indonesia Tinggalkan Tanah Suci,OKEZONE,news,Lingkungan
992,3866144,"Budaya Mappatoppo, 'Wisuda' Jamaah Haji RI Jadi Orang yang Lebih Baik",OKEZONE,news,Agama
993,3866145,"Cerita Jamaah Haji Furoda Bayar Rp500 Juta, Langsung Berangkat ke Tanah Suci Tanpa Antre",OKEZONE,news,Hiburan
994,3866146,"Pilih Tidur di Hotel Dibandingkan Tenda Mina, Jamaah Haji RI: Tidak Enak Kelamaan di Toilet, yang Antre Banyak!",OKEZONE,news,Lingkungan
995,3866147,"Terbang di Atas Kota Makkah, Jurnalis MNC Media: Pengalaman Luar Biasa",OKEZONE,news,Lainnya
996,3866148,Doa Khusus Menag RI saat Wukuf di Arafah: Indonesia Jauh Lebih Baik dan Makin Jaya,OKEZONE,news,Lainnya
997,3866149,Ungkapan Lega Para Jamaah Haji saat Doa Tercurah Setelah Wukuf,OKEZONE,news,Lingkungan
998,3866150,"Haji Akbar, Cerita Jamaah Nangis 1 Tenda saat Wukuf di Arafah",OKEZONE,news,Agama
999,3866151,"Wukuf di Arafah Jadi Haji Akbar, Naib Amirul Hajj: Kita Menangis",OKEZONE,news,Agama
1000,3866152,"Sambil Menangis, Ini Doa-Doa Khusus Jamaah Haji Jelang Wukuf di Arafah",OKEZONE,news,Agama
1001,3866153,"Perjuangan Berat Sri Kiswati Naik Haji, Kaki Terkilir Nyaris Gagal Berangkat ke Tanah Suci",OKEZONE,news,Lainnya
1002,3866154,"Kisah Romantis di Tanah Suci, Jamaah Haji Pasutri Cuci Baju Bareng Jelang Armuzna 2022",OKEZONE,news,Lainnya
1003,3866155,"Unik, Pasangan Ini Berangkat Haji Naik Becak Hias",OKEZONE,news,Hiburan
1004,3866156,"Bus Shalawat Berhenti Beroperasi Jelang Puncak Haji 2022, Apa Kata Jamaah?",OKEZONE,news,Lainnya
1005,3866157,"Jamaah Haji Wanita Asal Mojokerto Ini Sudah Ratusan Kali ke Tanah Suci, Kok Bisa?",OKEZONE,news,Hiburan
1006,3866158,"Tampil Nyentrik, Kakek Asal Makassar Ini Asyik Joget Setiba di Makkah",OKEZONE,news,Hiburan
1007,3866159,"Bersyukur di Atas Kursi Roda, Ali Iskan Menginspirasi Jamaah Haji Dunia",OKEZONE,news,Hiburan
1008,3866160,"Haji 2022, Kisah Suami-Istri Sempat 'Terpisah' dan Dipertemukan di Masjidil Haram",OKEZONE,news,Agama
1009,3866161,Cerita 'Srikandi' Bantu Jamaah Tersasar Lewati 144 Pintu di Masjidil Haram,OKEZONE,news,Lingkungan
1010,3866162,"Pasutri Menabung 20 Tahun, yang Bisa Berangkat Haji Hanya Sang Istri",OKEZONE,news,Gaya Hidup
1011,3866163,"Doa Amam Peternak Sapi, Jamaah Haji 63 Tahun Minta Jodoh di Kakbah",OKEZONE,news,Hiburan
1012,3866164,"Haji 2022, Petugas Diminta Atasi Joki Kursi Roda di Masjidil Haram",OKEZONE,news,Agama
1013,3866165,"Penantian 11 Tahun, Pria Tunanetra Asal Pamekasan Akhirnya Berangkat Haji",OKEZONE,news,Hiburan
1014,3866166,"Kisah Sudirman, Jamaah Penyandang Disabilitas Naik Haji Kumpulkan Rp20 Ribu per Hari",OKEZONE,news,Kesehatan
1015,3866167,"Sholat Jumat Perdana di Masjidil Haram, Jamaah Haji RI: Masya Allah Berdoa di Kakbah",OKEZONE,news,Lingkungan
1016,3866168,"Cerita Perjuangan Marbot Haji Berhasil Naik Haji, Hidup Penuh Kesusahan Tapi Tekankan Kejujuran Sejak Awal",OKEZONE,news,Kesehatan
1017,3866169,Cerita 2 Pemuda Naik Haji ke Tanah Suci Gantikan Orangtua,OKEZONE,news,Pendidikan
1018,3866170,Kisah Haru Jemaah Haji Batal Berangkat karena Terbentur Aturan Usia 65 Tahun,OKEZONE,news,Lingkungan
1019,3866171,"Kisah Fauzan, Berangkat Haji Naik Sepeda 8.000 Km",OKEZONE,news,Olahraga
1020,3866172,"Haji 2022: Cerita Jamaah Bawa Beras, Rendang hingga Ikan Asin",OKEZONE,news,Hiburan
1021,3866173,Cerita Umar Pemuda 26 Tahun Berangkat Haji Khusus Demi Wujudkan Keinginan Almarhum Ayah,OKEZONE,news,Pendidikan
1022,3866174,Kisah Haru Tukang Becak Asal Sampang Berangkat Haji,OKEZONE,news,Lingkungan
1023,3866175,Kisah Perjuangan Penjual Karak Berhasil Naik Haji,OKEZONE,news,Lingkungan
1024,3866176,"Kisah Pasutri WNI Jadi Kuli Bangunan di Malaysia, Kumpulkan Uang Daftar Haji Khusus",OKEZONE,news,Lainnya
1025,3866177,"Indahnya Kisah Spiritual Ibadah Haji Pengusaha Susu KPBS, dari Dimudahkan hingga Doa Diijabah Allah SWT",OKEZONE,news,Lainnya
1026,3866178,Kisah Haru Tukang Becak Naik Haji Setelah Menabung Selama 30 Tahun,OKEZONE,news,Gaya Hidup
1027,3866179,"Zaenuri Naik Haji Usai Sembuh dari Covid-19, Menangis di Masjid Nabawi dan Masjidil Haram",OKEZONE,news,Lainnya
1028,3866180,"Rezekinya Berlimpah Usai Niat Haji, Pedagang Kaki Lima dan Istri Berangkat ke Tanah Suci Secara Singkat",OKEZONE,news,Hiburan
1029,3866181,"Kisah Kuli Panggul Pasar Banjarnegara Bisa Naik Haji, Menabung Uang Recehan Selama Puluhan Tahun",OKEZONE,news,Lainnya
1030,3866182,"Tak Bisa Naik Haji Bareng Ibu, Tangis Bambang Pecah di Makkah",OKEZONE,news,Politik
1031,3910333,BAUT-W,IDXCHANNEL,news,Lingkungan
1032,3866184,"Kisah Haru Mat Hori, Kayuh Becak hingga Jadi Tukang Sapu Jalanan demi Naik Haji",OKEZONE,news,Hiburan
1033,3866185,Kisah Pasutri Penjual Kerupuk Kumpulkan Uang dari 1996 untuk Ibadah Haji Tahun Ini,OKEZONE,news,Lainnya
1034,3866186,Kisah Loper Koran yang Naik Haji Setelah Menunggu 12 Tahun,OKEZONE,news,Lainnya
1035,3866187,"Melihat Perjalanan Ibadah Haji Para Presiden RI, dari Bung Karno hingga Jokowi",OKEZONE,news,Politik
1036,3866188,"12 Tahun Menunggu, Kakek di Aceh Gagal Naik Haji Gegara Terbentur Usia",OKEZONE,news,Lainnya
1037,3866189,"Meski Kaki Diamputasi, Rifai Tetap Semangat Jalankan Ibadah Haji",OKEZONE,news,Hiburan
1038,3866190,"Pembatasan Usia Bikin Pasutri Ini Gagal Berangkat Haji Bersama, Istri Tak Kuasa Menahan Tangis",OKEZONE,news,Hiburan
1039,3866191,Kisah Kuli Bangunan Sisihkan Penghasilannya hingga Jual Sapi dan Tanah untuk Naik Haji,OKEZONE,news,Gaya Hidup
1040,3866192,4 Kisah Mengharukan Jamaah Menabung Puluhan Tahun Demi Naik Haji,OKEZONE,news,Hiburan
1041,3866193,Tangis Agus Salim Pecah saat Injakan Kaki di Tanah Haram,OKEZONE,news,Olahraga
1042,3866194,"Menabung Belasan Tahun, Tukang Bakso di Jombang Akhirnya Bisa Pergi Haji Tahun Ini",OKEZONE,news,Lainnya
1043,3866195,"Tukang Becak dan Istri Naik Haji, Buah Manis Menabung Selama 30 Tahun",OKEZONE,news,Gaya Hidup
1044,3866196,"Cerita Ahmad Saiful, Mahasiswa RI yang Kuliah di Madinah Jadi Petugas Layani Tamu Allah",OKEZONE,news,Pendidikan
1045,3866197,"Kisah Muhammad Efendi, Chef Asal NTB Siapkan Makanan untuk Jamaah Haji RI",OKEZONE,news,Lainnya
1046,3866198,"Perjuangan Nur Chamimah, Guru PAUD yang Berangkat ke Haji Usai Sisihkan Gaji Bertahun-tahun",OKEZONE,news,Lingkungan
1047,3866199,"Menanti 11 Tahun, Nenek Penjual Kecambah Keliling Berangkat Haji Tahun Ini",OKEZONE,news,Lainnya
1048,3866200,"Menabung 20 Tahun, ART di Kota Batu Akhirnya Bisa Berangkat Haji",OKEZONE,news,Pendidikan
1049,3866201,Ungkapan Bahagia Calon Jamaah Haji: Senang Banget Setelah Menunggu 11 Tahun,OKEZONE,news,Hiburan
1050,3866202,"Menunggu 10 Tahun, Nenek Penjual Nasi Goreng Kecewa 5 Kali Gagal Berangkat Haji",OKEZONE,news,Gaya Hidup
1051,3866203,Perjalanan Haji Sempat Ditunda Karena Pandemi Buat Calhaj Alami Kendala karena Usia yang Menua,OKEZONE,news,Lainnya
1052,3866204,"Pedagang Bahagia, Penjualan Perlengkapan Haji Naik 50%",OKEZONE,news,Ekonomi/Bisnis
1053,3866205,"Didorong Tekad Kuat, Pemuda Ini Kayuh Sepeda Lintasi Asia Tenggara untuk Pergi Haji",OKEZONE,news,Olahraga
1054,3866206,"Bagas Kurniawan, Terpilih Menjadi Ketua Umum PB HMI Secara Aklamasi di Putaran 2 Kongres HMI Pontianak",TVONENEWS,news,Politik
1055,3910334,BAYU,IDXCHANNEL,news,Teknologi
1056,3866207,"Jika Menangi Pilpres 2024, Gibran Janji Permudah Regulasi untuk Para Nelayan",TVONENEWS,news,Politik
1057,3866208,"Jelang Debat KPU, Ganjar-Mahfud Komitmen Berantas Korupsi dan Wujudkan UU Perampasan Aset",TVONENEWS,news,Politik
1058,3866209,"Sinergitas IWO-Divisi Humas Polri, Perangi Hoax dan Komitmen Wujudkan Pemilu Damai",TVONENEWS,news,Politik
1059,3866210,Ridwan Kamil dan Jaro Ade Berpengaruh Terhadap Elektabilitas Prabowo-Gibran di Kabupaten Bogor,TVONENEWS,news,Politik
1060,3866211,"Bawaslu Temukan 78 Pelanggaran Konten Ujaran Kebencian, Mayoritas Menyasar ke Paslon 02 Prabowo Gibran",TVONENEWS,news,Politik
1061,3866212,Ketum Apindo: Bonus Demografi Harus Didukung Penyediaan Lapangan Kerja,TVONENEWS,news,Ekonomi/Bisnis
1062,3866213,"Firli Bahuri Tak Hadiri Acara Hakordia 2023, KPK Berdalih Jawab Lantang Begini",TVONENEWS,news,Politik
1063,3866214,Rusia soal Veto AS: Pertumpahan Darah di Gaza Berlanjut,TVONENEWS,news,Lingkungan
1064,3866215,"Ini 5 Janji Manis Anies Baswedan dan Cak Imin Bila Menang Pilpres 2024, Akankah Diperjuangkan dalam Debat Capres?",TVONENEWS,news,Politik
1065,3866216,Komitmen Shopee Menjadi Wadah dan Solusi dalam Membantu Pertumbuhan Brand Lokal dan UMKM di Indonesia,TVONENEWS,news,Ekonomi/Bisnis
1066,3866217,Biro Perjalanan Daring Pegipegi Umumkan Tutup Layanan,TVONENEWS,news,Teknologi
1067,3866218,"107 Juta Orang Diprediksi Lakukan Perjalanan saat Libur Nataru 2023/2024, Catat Ini Tanggal Puncak Arus Mudik dan Balik",TVONENEWS,news,Pendidikan
1068,3866219,Begini Reaksi PDIP dan TPN Terkait Ganjar-Mahfud Terendah di Survei Litbang Kompas,TVONENEWS,news,Politik
1069,3866220,Repnas: Bansos Masih Diperlukan untuk Mengatasi Situasi Sulit dan Krisis,TVONENEWS,news,Ekonomi/Bisnis
1070,3866221,"Mitos Seputar Sosok Westerling, Kapten Belanda yang Menebar Teror di Sulawesi Selatan",TVONENEWS,news,Politik
1071,3866222,PT Dirgantara Indonesia Bidik Pasar Thailand untuk Penjualan NC-212i,TVONENEWS,news,Teknologi
1072,3866223,Presiden Jokowi Sebut Indonesia Terbanyak Penjarakan Pejabatnya Ketimbang Negara lain,TVONENEWS,news,Politik
1073,3866224,Budiman Sudjatmiko: Prabowo Gibran Akan Perjuangkan Hak Asasi Digital,TVONENEWS,news,Politik
1074,3866225,OJK Luncurkan Peta Jalan Perlindungan Konsumen Jasa Keuangan,TVONENEWS,news,Ekonomi/Bisnis
1075,3866226,Lokananta Torehkan Pendapatan Rp825 Juta Pascarevitalisasi,TVONENEWS,news,Ekonomi/Bisnis
1076,3910335,BBCA,IDXCHANNEL,news,Lainnya
1078,3866228,"Rakit 5.067 Kotak suara Pemilu 2024, KPUD Sikka libatkan Tagana",TVONENEWS,news,Politik
1079,3866229,Enam Kontiner Berisi Surat Suara Pemilu Tiba di Ternate,TVONENEWS,news,Politik
1080,3866230,"Update Kasus Dugaan Pelecehan Kepsek kepada Guru SD di Sampang, Polisi Panggil Sejumlah Saksi",TVONENEWS,news,Politik
1081,3866231,"Update Bunuh Diri, Ketua RT Borobugis Malang Katakan: Satu Anak Selamat Dalam Peristiwa Bunuh Diri yang Menewaskan Tiga Orang",TVONENEWS,news,Lainnya
1082,3866232,Logistik Pemilu Masih Terus Didistribusikan Keberbagai Daerah di Kalbar,TVONENEWS,news,Politik
1083,3866233,"Bikin Geger, Warga Bandung Temukan Bayi Gemoy di Kawasan Flyover",TVONENEWS,news,Lingkungan
1084,3866234,"Jelang Nataru, Belasan Kendaraan Operasional Dishub Gresik Dicek Guna Persiapan Urai Kemacetan Lalu Lintas",TVONENEWS,news,Lingkungan
1085,3866235,"Performa Manchester United di Liga Inggris Kian Memburuk, Pelatih Elkan Baggott Ini Disebut Layak Gantikan Erik Ten Hag Jadi Juru Latih Setan Merah",TVONENEWS,news,Olahraga
1086,3866236,"Pantas Berani Beri Mahar Besar untuk Adiba Khanza, Ternyata Harta Kekayaan Egy Maulana Vikri Mencapai...",TVONENEWS,news,Ekonomi/Bisnis
1087,3866237,"Puji Teco, Pelatih Persib Bojan Hodak Justru Buat Bali United Jadi Pelampiasan",TVONENEWS,news,Olahraga
1088,3866238,Pelatih Bayern Munchen Sorot Buruknya Pertahanan Manchester United,TVONENEWS,news,Olahraga
1089,3866239,"Mantan Penjaga Gawang Timnas Indonesia Ini Beberkan Alasan Andritany Tak Dipilih Shin Tae-yong, Ternyata Karena...",TVONENEWS,news,Olahraga
1090,3866240,"Wajar Shin Tae-yong Panggil Stefano Lilipaly ke Timnas Indonesia untuk Piala Asia 2023, Statistiknya Semengerikan Itu",TVONENEWS,news,Olahraga
1091,3866241,"Bek Andalan Ipswich Town Singgung Menit Bermain Elkan Baggott, Kabar Bahagia untuk Shin Tae-yong",TVONENEWS,news,Olahraga
1092,3866242,"Sanksi Tanpa Penonton Sampai Akhir Musim, PSIS Semarang Ajukan Banding",TVONENEWS,news,Politik
1093,3866243,Respons Berapi-api Ten Hag soal Peluang MU Tembus 16 Besar Liga Champions,TVONENEWS,news,Sains
1094,3866244,"Kanada Bentuk Komisi Khusus, Buntut Rentetan Pelecehan dalam Olahraga",TVONENEWS,news,Olahraga
1095,3866245,"Akui Fisik Belum 100 Persen, Kunlavut Vitidsarn Tetap optimis di BWF World Tour Finals",TVONENEWS,news,Olahraga
1096,3866246,RANS Simba Bogor Rekrut Pemain Keturunan Indonesia Untuk Arungi IBL 2024,TVONENEWS,news,Olahraga
1097,3866247,Revitalisasi Pendidikan Indonesia: Transformasi Intan Pariwara Menuju Era Digital,WARTAEKONOMI,news,Pendidikan
1098,3866248,"Jelang Debat Perdana, Berikut Persiapan dari Anies, Prabowo dan Ganjar",KONTAN,news,Politik
1099,3866249,"Gugatan PKPU Waskita Karya (WSKT) Ditolak, Ini Kata Pengamat Hukum",KONTAN,news,Politik
1100,3866250,"Perubahan Tahun Dasar, Bobot Kelompok Komoditas Ini Bertambah dalam Hitungan Inflasi",KONTAN,news,Ekonomi/Bisnis
1101,3866251,Pertumbuhan Ekonomi RI pada Kuartal IV 2023 Diprediksi Tumbuh di Kisaran 5%,KONTAN,news,Ekonomi/Bisnis
1103,3866253,Ada Tambahan Komoditas dan Kota Perhitungan Inflasi IHK dari Perubahan Tahun Dasar,KONTAN,news,Ekonomi/Bisnis
1104,3866254,Pemerintah Resmi Bebaskan Bea Masuk Barang Kiriman Pekerja Migran Maksimal US$ 500,KONTAN,news,Ekonomi/Bisnis
1105,3866255,Jokowi Dorong Dana Haji Juga Beri Manfaat Lebih Besar Bagi Jemaah di Daftar Antrian,KONTAN,news,Politik
1106,3866256,"Sebanyak 59,56 Juta Wajib Pajak Telah Padankan NIK-NPWP",KONTAN,news,Ekonomi/Bisnis
1107,3866257,"GOTO Balik Menguat, Saham BBCA dan BELI Melemah di Perdagangan Bursa Selasa (12/12)",KONTAN,news,Ekonomi/Bisnis
1108,3866258,Harga Emas Rebound Tipis dari Level Terendah 3 Pekan,KONTAN,news,Ekonomi/Bisnis
1109,3866259,Ancora Indonesia Resources (OKAS) Kejar Penjualan Naik 5%-10% di Tahun 2024,KONTAN,news,Ekonomi/Bisnis
1110,3866260,"IHSG Naik 0,52% ke 7.125 Pada Selasa (12/12), ARTO, GOTO, MEDC Top Gainers LQ45",KONTAN,news,Ekonomi/Bisnis
1111,3866261,"Kurs Rupiah Jisdor Melemah 0,11% ke Rp 15.631 Per Dolar AS, Selasa (12/12)",KONTAN,news,Ekonomi/Bisnis
1112,3866262,Antam (ANTM) Tolak PKPU yang Diajukan Crazy Rich Surabaya Budi Said,KONTAN,news,Ekonomi/Bisnis
1113,3866263,"Setelah 12 Tahun Beroperasi, PegiPegi Menyatakan Pamit",KONTAN,news,Lainnya
1114,3866264,Ini Jurus KKP Pastikan Kebijakan Ekonomi Biru dapat Terimplementasi,KONTAN,news,Ekonomi/Bisnis
1115,3866265,"TikTok Masuk ke Tokopedia, Ini Catatan dari Pengamat Ekonomi Digital",KONTAN,news,Ekonomi/Bisnis
1116,3866266,"Graha Layar Prima (BLTZ) Catatkan Pendapatan Rp 796,7 Miliar hingga Kuartal III-2023",KONTAN,news,Ekonomi/Bisnis
1117,3866267,"Kaget Didatangi Mendag, UMKM Ini Cerita Kisahnya Sukses Ekspor",KONTAN,news,Ekonomi/Bisnis
1118,3866268,Graha Layar Prima (BLTZ) Siapkan Sejumlah Strategi Tingkatkan Kinerja Tahun Depan,KONTAN,news,Ekonomi/Bisnis
1119,3866269,Ini Alasan TikTok Pilih Tokopedia Jadi Mitra Strategis,KONTAN,news,Ekonomi/Bisnis
1120,3866270,Houthi Yaman Bertanggung Jawab Atas Serangan Terhadap Kapal Tanker Norwegia,KONTAN,news,Politik
1121,3866271,Puma akan Mengakhiri Sponsorship untuk Tim Nasional Sepak Bola Israel,KONTAN,news,Olahraga
1122,3866272,"Promo HokBen 12.12 Serba Rp 12.000 dengan BRI, Hanya Hari Ini 12 Desember 2023",KONTAN,news,Ekonomi/Bisnis
1123,3866273,Nuclear Warnings Serve Putin's Purpose as He Bids for New Term,KONTAN,news,Politik
1124,3866274,Apakah Asuransi Mobil Menanggung Vandalisme?,KONTAN,news,Ekonomi/Bisnis
1125,3866770,Relawan MER-C yang dievakuasi dari Gaza dipulangkan hari ini,ANTARANEWS,ANTARA News,Kesehatan
1126,3866275,Shopee Dukung Perekonomian Nasional dengan Dukung UMKM Masuk Pasar Global,KONTAN,news,Ekonomi/Bisnis
1127,3866276,BP Jamsostek Tingkatkan Sosialisasi pada Pekerja BPU di Pasar Inpres Kelapa Gading,KONTAN,news,Ekonomi/Bisnis
1128,3866277,Upaya Surya Artha (SANF) Dukung Pendidikan di Indonesia Bagian Timur,KONTAN,news,Pendidikan
1129,3866278,Perut Sering Kembung setelah Makan? Ini Penyebab dan Cara Mengatasinya,KONTAN,news,Kesehatan
1130,3866279,"Apa Itu Globalisasi? Catat Teori, Faktor Pemicu, dan Dampak Globalisasi",KONTAN,news,Sains
1131,3866280,"Apa Itu Globalisasi? Catat Teori, Faktor Pemicu, dan Dampak Globalisasi",KONTAN,news,Sains
1132,3866281,Keluarga Korban Penculikan Aktivis 98 Sesalkan Ucapan Budiman Sudjatmiko,SINDONEWS,news,Politik
1133,3866282,Agus Rahardjo Dilaporkan ke Mabes Polri Buntut Sebut Jokowi Minta Hentikan Kasus e-KTP,SINDONEWS,news,Politik
1134,3866283,Sandiaga Uno Optimistis Debat Perdana Pilpres 2024 Dongkrak Elektabilitas Ganjar-Mahfud,SINDONEWS,news,Politik
1135,3866284,"Soal Saran Wapres Tampung Pengungsi Rohingya di Pulau Galang, Ini Tanggapan Kemlu",SINDONEWS,news,Politik
1136,3866285,Relawan Progresif Optimistis Ganjar-Mahfud Menang Pilpres 2024,SINDONEWS,news,Politik
1137,3866286,Gedung Blok G Balai Kota DKI Resmi Berubah Nama Jadi Graha H Ali Sadikin,SINDONEWS,news,Politik
1138,3866287,Sadis! Suami Aniaya Istri dengan Golok di Bekasi,SINDONEWS,news,Lingkungan
1139,3866425,"Kedapatan Jual Kebab di Palembang, WNA Asal Belanda Dideportasi",KOMPAS,news,Politik
1140,3866288,"Jelang Debat Capres 2024, Jalan Imam Bonjol Depan Gedung KPU Ditutup",SINDONEWS,news,Politik
1141,3866289,Caleg Perindo Deden Samsudin Ngaliwet Bareng Warga Kampung Sukamandi Kutawaringin,SINDONEWS,news,Politik
1142,3866290,"Tragis! Gelar Pesta Miras Oplosan, 1 Pelajar SMP di Cirebon Tewas dan 1 Kritis",SINDONEWS,news,Kesehatan
1143,3866291,"Jualan Makanan di Palembang, WNA Belanda Dideportasi",SINDONEWS,news,Politik
1144,3866292,"IHSG Hari Ini Ditutup Naik ke Posisi ke 7.125, Berapa Saham yang Menopangnya?",SINDONEWS,news,Ekonomi/Bisnis
1145,3866293,Awas! Pinjol Bodong Marak Gentayangan saat Nataru,SINDONEWS,news,Lingkungan
1146,3866294,"Daftar 20 Negara dengan Cadangan Emas Terbanyak, RI Masuk Nggak?",SINDONEWS,news,Ekonomi/Bisnis
1147,3866317,FOTO: Potret Perakitan Kotak Suara Pemilu 2024 di Palembang,SINDONEWS,news,Politik
1148,3866295,"Tunjukkan Tren Positif, Erick Thohir Dorong Terus Sektor Parekraf",SINDONEWS,news,Politik
1149,3866296,"Houthi Makin Berani, Kapal Perang Prancis Diserang Drone Yaman",SINDONEWS,news,Lainnya
1150,3866297,Warga Dunia Gelar Pemogokan untuk Setop Genosida Israel di Gaza,SINDONEWS,news,Politik
1151,3866298,Kisah Pilu Radja Nainggolan Ditinggal Ayah saat Masih Kecil,SINDONEWS,news,Olahraga
1152,3866299,"Uji Coba Lawan Korea Selatan, Irak Cari Tahu Permainan Timnas Indonesia",SINDONEWS,news,Olahraga
1153,3866300,Nagita Slavina dan Tarra Budiman Hadiri Pemakaman Ibunda Jeje Govinda,SINDONEWS,news,Hiburan
1154,3866301,Berani Tampil Beda? Yuk Intip Tren Warna Rambut Kekinian 2024!,SINDONEWS,news,Hiburan
1155,3866302,Momen Jeje Govinda Turun ke Liang Lahat Mengantar Ibunda ke Tempat Peristirahatan Terakhir,SINDONEWS,news,Olahraga
1156,3866303,"Manfaat Vitamin E untuk Bibir, Bisa Bikin Sehat & Cerah!",SINDONEWS,news,Kesehatan
1157,3866304,"Vision+ Originals Montir Cantik Tayang Perdana, Kisahkan Aksi Si Cantik Jago Otomotif",SINDONEWS,news,Hiburan
1158,3866305,"Kedatangan Pendatang Baru, Vision+ Originals Arab Maklum 2 Resmi di Garap",SINDONEWS,news,Teknologi
1159,3866306,5 Film Barat Bertema Natal yang Cocok Ditonton Bareng Keluarga di Rumah,SINDONEWS,news,Hiburan
1160,3866307,"Sejarah Zara, Brand Fashion Internasional yang Diduga Hina Palestina",SINDONEWS,news,Politik
1161,3866308,Komitmen Shopee Dongkrak Penjualan Bisnis Brand Lokal dan UMKM di Indonesia,SINDONEWS,news,Ekonomi/Bisnis
1162,3866309,"Kemenparekraf Gelar Rakornas Parekraf 2023, Sandiaga Ajak Tanam 100 Pohon",SINDONEWS,news,Politik
1163,3910979,PDPP,IDXCHANNEL,news,Lingkungan
1164,3866310,"Daftar Drakor Park Ji-Hoon Tahun 2024, Ada Weak Hero Class 2",SINDONEWS,news,Hiburan
1165,3866311,"Mengemban Tugas Rahasia AS, Pesawat Luar Angkasa X-378 Siap Diluncurkan",SINDONEWS,news,Teknologi
1166,3866312,Mengapa Gunung Machhapuchhre Dilarang untuk Didaki? Ternyata Ini Alasannya,SINDONEWS,news,Lingkungan
1167,3866313,"Alami Cacat Genetik, Lumba-lumba Sirip Jempol Muncul di Teluk Yunani",SINDONEWS,news,Lingkungan
1168,3866314,VIDEO: Polisi: Motif Pembunuhan 4 Anak oleh Ayah Kandung akibat Cemburu Terhadap Istri,SINDONEWS,news,Kriminal
1169,3866315,VIDEO: Menjelajah Hutan Quarles Mamasa dan Berwisata di Air Terjun Bertingkat,SINDONEWS,news,Hiburan
1170,3866316,"VIDEO: Indahkus Tampil Enerjik, Bawakan Lagu Toxic di Sewaktu Bermusik Vol.6",SINDONEWS,news,Hiburan
1171,3866320,Guru SD Malang Ditemukan Tewas Bersama Istri dan Anak di Rumah Kos,CNN,news,Kriminal
1172,3866321,"Sertijab, Eks Danpaspampres Resmi Jabat Pangdam V/Brawijaya",CNN,news,Politik
1173,3866322,Jaksa Agung Sebut Tak Ada Ampun Bagi Jaksa yang Terlibat Korupsi,CNN,news,Politik
1174,3866323,Prabowo-Gibran Bakal Perjuangkan Pemerataan Hak Digital,CNN,news,Politik
1175,3866324,TKN Nilai Makan Siang dan Susu Gratis Wujud HAM untuk Generasi Emas,CNN,news,Lainnya
1176,3866325,Polisi Ungkap Motif Ayah Bunuh 4 Anak di Jagakarsa karena Cemburu,CNN,news,Kriminal
1177,3866326,Wiranto Heran Isu HAM Masa Lalu Selalu Diungkit Jelang Pilpres,CNN,news,Politik
1178,3866327,TPD Ganjar-Mahfud Gelar Nobar Debat Pertama Capres di Solo,CNN,news,Politik
1180,3866329,Prabowo-Gibran Bakal Perjuangkan Pemerataan Hak Digital,CNN,news,Politik
1181,3866330,TKN Nilai Makan Siang dan Susu Gratis Wujud HAM untuk Generasi Emas,CNN,news,Lainnya
1182,3866331,Wiranto Heran Isu HAM Masa Lalu Selalu Diungkit Jelang Pilpres,CNN,news,Politik
1183,3866758,Kemenko harap penghitungan inflasi semakin akurat dengan acuan baru,ANTARANEWS,ANTARA News,Ekonomi/Bisnis
1184,3866332,IDF Sebut 20 Tentara Israel Tewas Kena Sasaran Rekan Sendiri,CNN,news,Politik
